SquareFeet,Bedrooms,Bathrooms,YearBuilt,Price,Neighborhood_Suburb,Neighborhood_Urban,Neighborhood_Rural,Age,SquareFeet_Bedrooms,Log_Price
2137,3,1,1999,196000.08484994667,False,False,True,25,6411,12.185875473146044
2412,2,3,1974,331868.04959131207,True,False,False,50,4824,12.712495741149239
2510,3,3,1972,237699.03209861764,False,True,False,52,7530,12.378764788386635
2866,2,1,1982,310504.4176544807,False,True,False,42,5732,12.645956628366031
2273,4,2,2000,224722.19205437505,True,False,False,24,9092,12.322624666262392
1570,5,3,1973,169323.7272048041,False,True,False,51,7850,12.03957361300727
1714,2,2,1989,123956.32027785548,False,True,False,35,3428,11.727692594032133
2338,3,2,1953,323653.6285868927,True,False,False,71,7014,12.687432265082249
1238,2,1,2006,142419.7980258493,True,False,False,18,2476,11.866541320847544
2257,2,3,1995,261002.7143105087,True,False,False,29,4514,12.472289917278315
1302,5,1,1997,229538.76610654785,False,True,False,27,6510,12.343831566268156
1606,4,3,1955,237855.65705083392,False,False,True,69,6424,12.379423489910355
1990,2,2,2003,220299.8853856633,False,False,True,21,3980,12.302749551782192
2676,2,3,1964,236963.15636831,True,False,False,60,5352,12.375664169727226
1333,3,2,1964,65519.463813795854,False,True,False,60,3999,11.090117797467034
1112,3,1,1976,181199.64551837163,False,True,False,48,3336,12.10736023504809
2644,4,1,2021,316188.24235515995,True,False,False,3,10576,12.664096181531574
1361,4,1,1988,142429.96900459772,False,False,True,36,5444,11.866612733279762
2880,4,3,1991,408284.7801194257,True,False,False,33,11520,12.919722649660843
1800,3,3,2005,112152.85039769708,False,True,False,19,5400,11.627626871928753
1096,2,1,1966,143707.90489638766,False,True,False,58,2192,11.87554503880676
2981,4,3,1972,271570.5460245591,False,False,True,52,11924,12.51198090490959
2870,3,3,1954,334856.6197178639,True,False,False,70,8610,12.721460704694833
1015,3,3,1994,150783.19397576898,False,False,True,30,3045,11.92360491457828
1555,4,2,2007,221313.79205849365,False,False,True,17,6220,12.307341365461431
2977,3,3,2004,239150.30203573,True,False,False,20,8931,12.384851693524858
1375,2,1,1999,196704.8657910035,False,True,False,25,2750,12.189464824934056
1741,5,1,1966,186781.30893677956,False,False,True,58,8705,12.1376990943861
1389,3,3,1978,149122.59087938943,True,False,False,46,4167,11.912530710097498
1619,3,2,1982,233621.8698286629,False,False,True,42,4857,12.361463426807951
2240,5,2,1974,331684.29843226617,False,True,False,50,11200,12.711941902072486
2422,2,2,1965,255105.46379372163,False,True,False,59,4844,12.449436242082989
2283,4,1,2016,214548.7571691153,True,False,False,8,9132,12.27629695860414
1823,3,1,2010,144911.22219174105,False,True,False,14,5469,11.883883473900935
1319,2,3,1979,106892.4344094736,True,False,False,45,2638,11.57958767706779
1195,4,3,1994,150462.35489143294,True,False,False,30,4780,11.921474844429316
2501,2,3,1977,233612.90277722964,True,False,False,47,5002,12.361425043478727
1417,5,2,1986,225088.38635834752,False,True,False,38,7085,12.324252874998416
2498,3,3,2003,299085.0423688844,True,False,False,21,7494,12.608486578095823
1606,2,3,2014,194285.91553353745,True,False,False,10,3212,12.177091291531015
1567,4,3,1964,181088.48115021177,False,False,True,60,6268,12.106746559082527
1543,4,3,2016,161794.99542677845,False,True,False,8,6172,11.994091533156718
1230,4,3,1996,115307.55395137132,True,False,False,28,4920,11.655366892155536
1883,5,1,1952,155741.86120000764,False,False,True,72,9415,11.955961600607319
1520,2,1,2012,95851.71991885429,True,False,False,12,3040,11.470568124898033
1702,2,2,2003,171329.22310744436,False,False,True,21,3404,12.051348102535032
2896,4,2,1980,288859.584971531,False,False,True,44,11584,12.573699445757072
2223,4,2,1998,254349.12438919817,False,False,True,26,8892,12.44646703929816
1845,4,1,1958,181569.13885147733,False,True,False,66,7380,12.109397297991398
1672,5,1,1976,189843.6874032564,True,False,False,48,8360,12.153961582140978
2622,5,3,1997,287096.51887024695,False,True,False,27,13110,12.567577224031572
1020,3,2,1980,91182.76110183974,False,True,False,44,3060,11.420632102114336
2334,3,3,2013,353675.1902420863,False,False,True,11,7002,12.776137056676916
1587,3,1,2014,212809.1105110945,False,False,True,10,4761,12.268155547121232
2976,4,3,1995,298220.5014367019,True,False,False,29,11904,12.605591782793555
1897,5,3,1991,180005.7643686541,False,False,True,33,9485,12.1007497089921
2676,5,3,2019,269676.7463034781,False,True,False,5,13380,12.50498299294436
2661,3,3,2009,333691.598434938,True,False,False,15,7983,12.71797548419662
2786,4,1,1982,331326.13836362265,False,True,False,42,11144,12.710861499704126
2923,2,1,1976,276347.0847934947,False,True,False,48,5846,12.529416526871897
2619,4,1,2018,262263.1962005142,False,False,True,6,10476,12.477107657111896
2457,4,1,2017,155848.33069868275,False,True,False,7,9828,11.956644990663854
1370,3,2,1999,214017.70024812283,False,False,True,25,4110,12.273818674523222
2583,5,2,1985,274945.11260758835,False,True,False,39,12915,12.52433040329296
2914,5,3,2015,356179.7959384411,False,False,True,9,14570,12.783193734679758
1077,2,3,2000,52826.42624238318,True,False,False,24,2154,10.874785771242733
2565,5,3,1968,310008.8197989171,False,False,True,56,12825,12.64435925273033
2308,5,3,2021,336270.14046460134,False,False,True,3,11540,12.72567307919206
1647,2,2,1998,178905.0821903452,False,False,True,26,3294,12.094616266629048
1139,2,1,2008,160493.2332675945,False,False,True,16,2278,11.986013291109797
1552,3,3,2014,285779.54713580414,False,True,False,10,4656,12.5629794775561
1997,3,2,2012,196392.44018220325,True,False,False,12,5991,12.18787527405042
1281,3,2,1962,175325.97993875627,True,False,False,62,3843,12.07440796630445
2585,3,3,2015,210335.984795264,True,False,False,9,7755,12.256466213062383
2281,5,3,1995,298902.96235785587,False,True,False,29,11405,12.607877604650726
2846,3,2,1953,372143.9732619314,False,False,True,71,8538,12.827038770406578
2383,4,2,1950,298404.8792193864,False,True,False,74,9532,12.606209849595487
1439,2,3,1994,137717.7199225153,False,False,True,30,2878,11.832968622626481
1269,3,1,1968,208954.96098161503,False,True,False,56,3807,12.249878795737217
2157,2,1,2006,294018.9914407797,False,False,True,18,4314,12.591403042106943
1745,5,3,2020,245203.98227878107,True,False,False,4,8725,12.409849802082382
2663,3,3,2006,256193.52154837424,True,False,False,18,7989,12.453692284720333
1103,4,1,2012,108628.3004579021,True,False,False,12,4412,11.595696451730197
1765,2,2,1958,201921.3589082044,True,False,False,66,3530,12.215638540656824
1094,3,3,2004,220283.8090761365,True,False,False,20,3282,12.302676574789357
2872,4,3,2017,313231.1283342042,True,False,False,7,11488,12.65469981872599
1728,5,1,1986,209687.80448700264,False,True,False,38,8640,12.253379827229246
2596,4,3,1963,241673.003738082,True,False,False,61,10384,12.39534500500335
1479,5,2,1971,167598.5880848876,False,False,True,53,7395,12.029333009299698
1779,2,2,1997,151125.40080025082,True,False,False,27,3558,11.925871857023852
2264,3,3,1959,293409.02058187034,True,False,False,65,6792,12.589326297420248
1012,4,2,1977,123656.12364438758,False,False,True,47,4048,11.725267882647856
2170,4,2,1959,267503.13873952144,True,False,False,65,8680,12.496890317121954
2963,4,2,2008,319216.5208700285,False,True,False,16,11852,12.673628032995092
2775,5,3,2010,287637.7234530478,False,True,False,14,13875,12.569460539204384
1094,2,3,1956,169697.19402129285,True,False,False,68,2188,12.041776808981204
2850,3,2,2018,300438.1325463412,False,False,True,6,8550,12.613000458518258
1292,3,1,1970,158235.8658153545,True,False,False,54,3876,11.971848340134569
1024,2,1,1956,206862.56933811773,True,False,False,68,2048,12.23981476963219
2295,2,1,2009,223819.55530180185,True,False,False,15,4590,12.318599917388518
2528,2,2,1950,329690.7091285583,False,False,True,74,5056,12.705913282030137
2189,4,1,2013,182038.90848055636,False,True,False,11,8756,12.111981219386859
1938,5,3,1982,308543.7752218824,True,False,False,42,9690,12.63962225027861
1761,2,2,1974,191907.96376264663,False,False,True,50,3522,12.164776391497103
2110,3,1,1993,262683.79738493083,False,True,False,31,6330,12.478710103366899
1653,5,2,1973,208178.03130958093,False,False,True,51,8265,12.246153715919911
2669,4,2,1957,299246.0851770226,False,False,True,67,10676,12.609024882945121
1984,5,3,1979,270111.9102317129,False,True,False,45,9920,12.506595336608479
2814,2,2,1958,263667.16481797025,False,True,False,66,5628,12.482446640055311
1637,5,3,1950,181052.6181573877,False,True,False,74,8185,12.106548499293401
2851,3,3,1969,377844.8749654008,False,False,True,55,8553,12.842241653267138
1490,5,1,1986,127098.06885185486,True,False,False,38,7450,11.75272213104414
2931,2,1,1979,292173.14804464986,True,False,False,45,5862,12.585105300889346
2164,5,2,2009,244467.23096810037,True,False,False,15,10820,12.406840644764024
2891,5,1,2005,239120.14702712308,False,False,True,19,14455,12.38472559381451
2126,5,2,2019,331191.82960958395,False,True,False,5,10630,12.710456051529366
2249,3,3,1952,209686.2054938705,False,False,True,72,6747,12.25337220164698
2925,5,2,1992,261733.9693492456,True,False,False,32,14625,12.475087703394374
1574,5,3,1989,155792.74410012842,True,False,False,35,7870,11.956288258211643
1293,4,3,2005,149222.9536659207,True,False,False,19,5172,11.913203501224167
1895,5,2,2019,272178.5962772896,False,True,False,5,9475,12.514217407820128
2329,5,3,1976,251606.1915675593,False,True,False,48,11645,12.435624386736809
2277,4,1,1967,270478.9182134496,True,False,False,57,9108,12.50795313500613
2203,3,2,2005,275786.4561125421,True,False,False,19,6609,12.527385761481563
1039,3,1,2019,138410.38382775302,True,False,False,5,3117,11.837985571873807
1775,4,3,1982,181663.4339868395,True,False,False,42,7100,12.109916494921048
2724,4,3,1998,378874.7690494879,False,False,True,26,10896,12.844963644181833
1519,5,2,2017,159149.9887324812,True,False,False,7,7595,11.977608645273293
2639,3,3,1978,307286.7653842289,False,False,True,46,7917,12.635539934062841
2760,3,1,2010,285355.8306840581,True,False,False,14,8280,12.561495713593391
1545,5,2,2020,131322.5072318607,True,False,False,4,7725,11.785419078781436
1235,2,2,1989,112678.84174750723,False,True,False,35,2470,11.632305817547605
1462,5,1,2007,205922.86327634388,False,False,True,17,7310,12.235261783708474
2251,2,3,1969,366924.91977534245,True,False,False,55,4502,12.812915253188372
2723,5,3,2003,323836.4152864125,False,True,False,21,13615,12.687996864156801
2848,4,2,1982,329412.1973182413,True,False,False,42,11392,12.705068160641508
1482,5,1,1959,122706.07397552751,False,False,True,65,7410,11.71755528164944
1429,4,2,1960,291361.30998545885,False,True,False,64,5716,12.582322823216177
2045,2,2,1984,194768.9741864031,False,True,False,40,4090,12.179574521690196
1342,2,3,2009,204554.2893065592,True,False,False,15,2684,12.228593581280665
2063,4,2,1984,199730.50533266415,False,False,True,40,8252,12.204729270268867
2196,4,1,1976,242559.73045788045,True,False,False,48,8784,12.399007392883952
2462,3,1,1963,236272.6326200144,False,True,False,61,7386,12.372745872607126
2202,3,1,2016,195695.5446859172,True,False,False,8,6606,12.184320497050049
2621,5,1,2006,332098.55463222816,True,False,False,18,13105,12.713190066298681
1132,4,3,1970,207215.44829038813,False,False,True,54,4528,12.24151916985762
1350,2,3,2005,63790.47927863768,False,False,True,19,2700,11.063374906787432
2548,3,3,1990,341352.511858108,True,False,False,34,7644,12.740673910937954
2563,4,3,1976,373817.66006028384,False,False,True,48,10252,12.831526092662093
1505,2,1,1951,78999.15293449991,False,True,False,73,3010,11.27720506732703
1083,2,1,1991,13855.611025050515,False,False,True,33,2166,9.53651772805816
1992,4,2,2002,236505.80673142895,False,True,False,22,7968,12.373732267605364
2487,5,2,1969,236170.1155944368,True,False,False,55,12435,12.372311887352453
1829,3,3,1998,259353.64520812308,True,False,False,26,5487,12.465951690581642
1860,3,2,1993,239062.5619704273,True,False,False,31,5580,12.384484745222364
1342,4,3,1973,207945.97934478172,True,False,False,51,5368,12.245038419192904
2303,5,3,1963,279332.6111716423,True,False,False,61,11515,12.5401620854435
1865,2,3,2000,193571.51438548704,False,False,True,24,3730,12.173407472596413
2286,5,2,1976,257803.30149164167,False,False,True,48,11430,12.459956054730654
2189,3,2,1993,190996.46743420017,True,False,False,31,6567,12.160015447434054
1292,4,3,1971,220458.5300806354,False,True,False,53,5168,12.30346941997478
2532,3,1,1994,299516.39220479125,False,False,True,30,7596,12.609927765652236
2603,4,2,1996,297954.5909919065,True,False,False,28,10412,12.604699730865342
2249,5,1,1961,222142.94668598063,True,False,False,63,11245,12.311080859223862
2193,3,3,1953,277308.040316342,False,False,True,71,6579,12.532887832285379
1597,5,3,1970,221712.21362279743,False,True,False,54,7985,12.30913999519411
1644,3,2,1993,199522.49184779683,False,False,True,31,4932,12.203687262002683
1447,5,2,1986,133387.38785089133,True,False,False,38,7235,11.801020361080282
1689,3,2,1991,239867.1982385095,False,False,True,33,5067,12.387844877466641
2001,4,3,1987,193162.944001652,False,True,False,37,8004,12.171294558093647
1854,5,1,1965,217639.2783191529,False,False,True,59,9270,12.290598879404195
1501,5,1,1959,108354.3587302283,False,True,False,65,7505,11.593171463334766
1763,4,2,1983,264438.9946861068,False,False,True,41,7052,12.485369641352623
2550,2,2,1991,301486.59231458534,False,False,True,33,5100,12.616484141117107
1734,3,2,1986,103775.6989131448,False,False,True,38,5202,11.549996743908842
2402,3,1,1984,185025.8930183564,True,False,False,40,7206,12.128256461162398
2224,4,2,1954,235469.63152617167,False,False,True,70,8896,12.36934147776682
2642,3,2,1987,303689.0696393067,False,False,True,37,7926,12.623762952571385
1249,5,3,1960,100611.13523565834,False,False,True,64,6245,11.519028157957806
2972,5,2,1989,326585.6082788099,True,False,False,35,14860,12.696450455244923
2432,4,3,2007,305888.8637863953,False,False,True,17,9728,12.63098039388027
1600,5,1,2002,256465.9431159828,True,False,False,22,8000,12.454755058546834
1124,2,2,2019,177388.93579066213,False,False,True,5,2248,12.086105615515853
1112,3,1,1980,111510.13413162057,False,True,False,44,3336,11.62187972257956
1980,4,1,1986,202169.6137043981,False,False,True,38,7920,12.216867242189648
2160,4,1,1960,175325.9799847402,True,False,False,64,8640,12.074407966566726
2782,3,1,1998,323030.3949295395,True,False,False,26,8346,12.685504795405652
2519,2,1,1990,242609.7147451788,True,False,False,34,5038,12.399213440820077
2701,4,3,1965,279637.6232995946,True,False,False,59,10804,12.54125341749692
1149,3,3,1956,197859.34017036643,False,False,True,68,3447,12.195316708123519
1874,2,1,1982,214237.04443217668,True,False,False,42,3748,12.274843032952873
1342,4,1,1994,129912.42258830208,False,False,True,30,5368,11.774623527484486
2968,2,2,1988,237013.0836681585,False,True,False,36,5936,12.37587484311185
1579,4,1,1984,191532.61828196,True,False,False,40,6316,12.162818624581535
2756,3,3,1995,232694.95346432336,True,False,False,29,8268,12.357487959643366
1782,3,3,1991,140467.42867449747,True,False,False,33,5346,11.85273803556247
1320,3,3,2016,152962.234174264,False,False,True,8,3960,11.937952871983404
1821,2,3,1981,227742.0323940586,False,True,False,43,3642,12.335973221433843
2949,5,1,1980,310995.9253984299,False,False,True,44,14745,12.647538304933821
2884,2,3,1990,318041.8918536518,False,True,False,34,5768,12.66994153270975
1531,3,3,2017,245119.60755862508,True,False,False,7,4593,12.409505644148398
2312,4,3,1991,254623.8263249422,False,False,True,33,9248,12.447546471447154
2512,5,2,1969,277800.6737753393,False,False,True,55,12560,12.534662734393443
1491,2,1,1979,182294.9866380608,False,True,False,45,2982,12.1133869452739
1611,2,3,1994,266656.2589267082,False,False,True,30,3222,12.493719438334791
1251,4,3,2012,213234.33718057544,True,False,False,12,5004,12.270151704164961
2100,4,1,1982,271700.1988992347,False,False,True,42,8400,12.5124582079893
2670,3,3,1958,233906.70030300293,False,True,False,66,8010,12.362681873377117
2415,2,3,1958,310569.83084394416,False,False,True,66,4830,12.64616727300061
2435,4,3,1964,263827.8549360439,True,False,False,60,9740,12.483055895148807
1172,4,2,2013,172519.40061215323,False,False,True,11,4688,12.058270772879146
1874,5,3,1958,304275.87000084884,False,False,True,66,9370,12.625693322482968
1200,3,3,1999,156537.3462554833,False,False,True,25,3600,11.961056282945567
1216,3,1,1971,125915.7781696142,False,False,True,53,3648,11.74337647699618
1375,2,1,2001,145050.1510795113,False,True,False,23,2750,11.884841725260987
2743,4,2,1950,324915.6557593527,True,False,False,74,10972,12.69132398460716
2609,3,1,1989,228961.05818402595,False,True,False,35,7827,12.341311584023224
1010,2,1,2020,127648.87640221544,False,False,True,4,2020,11.757046454413896
2822,3,2,1984,351909.4770114584,True,False,False,40,8466,12.771132095561729
2791,2,3,1988,182074.84618865847,False,True,False,36,5582,12.112178616548382
2035,4,1,1958,206990.78646329945,False,False,True,66,8140,12.240434392539019
1891,3,1,1999,228632.23141235544,False,True,False,25,5673,12.339874389035659
2613,2,2,1984,283782.13071159925,False,False,True,40,5226,12.555965601178896
1434,2,1,1985,127328.35441544888,True,False,False,39,2868,11.754532350386159
2707,4,1,2019,286389.8377296766,False,False,True,5,10828,12.56511272238957
2631,3,3,1990,307515.4015299056,False,True,False,34,7893,12.63628370311491
1817,2,2,1971,175970.68460073308,False,False,True,53,3634,12.07807837812686
2396,2,3,1971,299958.3846571199,True,False,False,53,4792,12.611402359996767
2296,2,3,1957,275803.22486709163,False,True,False,67,4592,12.5274465628139
1930,2,3,1975,285773.85462026787,False,True,False,49,3860,12.56295955817289
2920,3,2,2002,305711.3695955291,False,True,False,22,8760,12.630399970244904
2948,5,1,2007,335074.36085244606,False,True,False,17,14740,12.722110743276495
1690,3,3,1981,239820.34516533613,False,True,False,43,5070,12.387649529980058
2599,2,2,1963,278055.8934924983,True,False,False,61,5198,12.53558102458495
2532,3,1,1995,265630.8983128843,False,True,False,29,7596,12.489866788442695
2155,3,2,2012,274699.1718155539,False,False,True,12,6465,12.523435497549329
1854,4,3,1958,307165.1837477553,False,True,False,66,7416,12.635144195250414
2947,4,2,1986,383695.5143540937,False,True,False,38,11788,12.857607191893791
1783,2,3,2020,285859.5889742598,False,False,True,4,3566,12.56325951982011
1318,5,2,2000,196742.5872833744,True,False,False,24,6590,12.189656572525477
1843,4,3,1968,216382.6212286578,False,True,False,56,7372,12.284808135606925
2972,3,1,1966,298174.366396766,True,False,False,58,8916,12.605437070243854
2876,2,2,1994,386525.5373783384,False,False,True,30,5752,12.864955805398598
1620,5,2,2002,228002.5364431404,True,False,False,22,8100,12.337116418531815
1784,4,1,2021,144942.52877690984,False,False,True,3,7136,11.884099488833783
2191,2,3,1990,261270.8465129824,True,False,False,34,4382,12.47331670178115
1396,5,3,1997,116027.22313632678,True,False,False,27,6980,11.66158874339452
2203,2,3,2006,148983.26457334362,False,True,False,18,4406,11.911595972460484
2081,5,1,1999,295744.6367128403,False,False,True,25,10405,12.59725502843625
2503,4,2,1951,338619.773627649,False,False,True,73,10012,12.732636098328037
2956,3,2,2002,357155.1575604124,False,True,False,22,8868,12.785928381258836
2614,3,2,2019,356852.2457475205,True,False,False,5,7842,12.785079899909258
1459,4,1,1977,95380.67425061474,True,False,False,47,5836,11.46564174517493
1060,4,3,2008,103082.83281788293,True,False,False,16,4240,11.543297847019183
1368,4,3,1955,141613.65528988518,True,False,False,69,5472,11.86086495269615
2144,5,3,2005,195351.79874250956,True,False,False,19,10720,12.18256242719149
1718,5,2,1971,272211.97644982534,False,False,True,53,8590,12.514340040546033
1545,5,1,1957,122022.8218173407,True,False,False,67,7725,11.71197156545236
2605,5,3,1951,258329.54713375872,False,True,False,73,13025,12.461995234320536
2040,5,3,2012,215514.59562834527,False,True,False,12,10200,12.280788555412476
1495,5,2,1969,174597.08705903954,True,False,False,55,7475,12.070241966193826
1496,5,3,1959,216839.05701459147,True,False,False,65,7480,12.28691529630816
1504,4,2,1979,247773.63162022163,False,True,False,45,6016,12.420274868522604
2555,5,3,1981,303335.0847736133,False,False,True,43,12775,12.622596660466026
1968,2,2,2017,282482.0634535019,False,True,False,7,3936,12.551373875394432
2338,5,2,1980,336772.5634654726,False,True,False,44,11690,12.727166064996013
2092,3,3,2017,233625.29828654783,False,False,True,7,6276,12.361478101881204
2750,3,2,2004,230329.8222042416,True,False,False,20,8250,12.347271911869916
1160,4,3,1971,132864.8229349599,False,True,False,53,4640,11.797095047859012
2637,3,3,1989,352213.8419304819,False,False,True,35,7911,12.771996614788044
2911,3,1,1996,338601.97701174096,False,True,False,28,8733,12.732583540762253
1717,3,3,2017,189591.90420540137,False,False,True,7,5151,12.152634443025725
2168,4,3,2009,221042.75399995744,False,True,False,15,8672,12.30611594280432
2592,4,1,1974,276752.5899138696,False,True,False,50,10368,12.530882822171918
2618,5,1,1968,334760.0873603806,True,False,False,56,13090,12.721172384320472
1992,3,2,2015,226794.55601856412,False,True,False,9,5976,12.331804256369356
2408,5,1,1968,222712.2736868052,True,False,False,56,12040,12.313640454912465
1268,4,1,1987,170162.01081710798,False,True,False,37,5072,12.044512143753241
2946,5,2,1984,318183.6230111376,False,False,True,40,14730,12.670387068800279
2477,5,1,1952,212545.14864460911,True,False,False,72,12385,12.266914413860876
1698,3,3,1973,78534.99269588111,True,False,False,51,5094,11.271312304368903
2541,4,1,2010,106275.38927207248,False,False,True,14,10164,11.57379842556754
1864,3,2,1952,207330.9858507432,True,False,False,72,5592,12.242076583919916
1349,5,3,1955,201213.78713721887,False,False,True,69,6745,12.212128209224904
1109,4,2,2013,185053.98137008736,False,True,False,11,4436,12.128408256501368
2506,5,1,1982,300879.1392042537,True,False,False,42,12530,12.614467255801163
1406,5,3,1991,201691.22463520608,False,False,True,33,7030,12.214498174043124
1649,3,1,2017,231393.14513299125,False,True,False,7,4947,12.351877791489857
1050,4,2,1976,128151.230913614,False,True,False,48,4200,11.760974140252582
2426,4,2,1980,280581.9584320276,True,False,False,44,9704,12.54462471220473
2586,3,1,1960,261839.0699014028,False,True,False,64,7758,12.475489176137303
2499,2,2,1996,300348.4498723457,False,False,True,28,4998,12.612701908654675
2110,3,1,1959,167653.74267900723,True,False,False,65,6330,12.029662040662195
2091,3,2,2015,240041.62727926407,True,False,False,9,6273,12.388571800216289
1595,2,2,2011,211184.690847048,True,False,False,13,3190,12.26049307684782
1978,4,2,2002,292362.6388040373,False,False,True,22,7912,12.585753644829765
2065,2,2,2020,215683.8864566633,True,False,False,4,4130,12.281573762498505
1730,5,3,1953,244555.45948692848,False,True,False,71,8650,12.407201479386519
1056,5,3,1971,101947.06382268244,False,True,False,53,5280,11.532218784382168
1737,3,1,1967,191106.57563330012,False,True,False,57,5211,12.1605917716891
1195,5,1,1984,173273.03652739275,False,True,False,40,5975,12.062629646403638
2783,2,1,1980,333431.3766302443,False,False,True,44,5566,12.717195355052553
2701,5,1,2002,278388.60267710296,False,False,True,22,13505,12.536776860039188
2085,4,2,1952,277586.94372032647,False,False,True,72,8340,12.533893076269377
2286,3,2,2019,200411.8856284448,False,False,True,5,6858,12.208134945668858
1111,3,2,1992,137766.99824481574,True,False,False,32,3333,11.83332637724459
1764,4,1,1983,131053.94756409035,True,False,False,41,7056,11.783371961294089
1710,4,3,1974,170323.54439160216,False,True,False,50,6840,12.045460980702739
2201,3,1,1956,221146.55868656677,True,False,False,68,6603,12.306585444061074
1947,4,3,2012,311350.5421994647,False,False,True,12,7788,12.648677913554637
1025,5,3,1982,217969.95360623495,True,False,False,42,5125,12.292117092555571
1409,5,2,1971,123921.65295586338,False,False,True,53,7045,11.72741288347895
1757,5,2,1984,166277.92741543564,False,False,True,40,8785,12.021421942873287
1530,5,1,1950,135606.326227166,False,False,True,74,7650,11.8175186812529
2800,2,1,2009,289668.88107172825,False,True,False,15,5600,12.576497212428304
2340,2,3,2013,213974.0764746041,True,False,False,11,4680,12.273614822149462
2555,2,3,1997,188710.7098382029,False,False,True,27,5110,12.14797578474768
2129,2,2,1998,148444.60783833044,False,True,False,26,4258,11.90797389294606
1748,5,3,2008,112700.47204243798,False,True,False,16,8740,11.632497761543613
2841,5,3,1956,297218.4852129191,True,False,False,68,14205,12.602226152304194
2487,4,1,1990,271098.9639352052,True,False,False,34,9948,12.510242902455413
1245,2,1,2000,139314.59061648793,False,True,False,24,2490,11.844497074657294
2104,2,3,2019,178757.00966797702,True,False,False,5,4208,12.093788268883687
1661,3,3,1996,156260.74121575302,False,False,True,28,4983,11.959287708556316
1908,4,3,1992,278262.59069278726,False,False,True,32,7632,12.53632411140514
1395,5,1,1984,236567.33663806715,False,True,False,40,6975,12.373992395019995
1521,4,1,2012,259891.8091055792,False,False,True,12,6084,12.468024552319072
2856,4,2,1984,287592.8906510925,False,False,True,40,11424,12.569304662082862
2759,3,2,1952,247969.73106575903,False,False,True,72,8277,12.42106599828609
1925,3,2,1996,195091.01308328143,False,True,False,28,5775,12.18122658821958
1263,4,2,2008,219901.16407071173,False,True,False,16,5052,12.300938017652737
2684,2,1,1987,291461.613835646,False,True,False,37,5368,12.582667022124213
1789,5,2,1975,127590.18492810994,True,False,False,49,8945,11.75658656387094
2297,3,1,1973,300894.6717176496,False,False,True,51,6891,12.614518878060208
2729,3,1,1990,346828.3366676739,True,False,False,34,8187,12.756588112778124
2967,5,2,2020,332820.5606826683,True,False,False,4,14835,12.71536177153582
1171,3,1,2002,156292.8706177284,True,False,False,22,3513,11.959493300143041
1264,4,3,2020,209458.8101694684,False,False,True,4,5056,12.252287163041366
2986,5,2,2014,303709.50583130104,False,False,True,10,14930,12.623830243228744
2845,2,2,1960,412303.3990535778,False,True,False,64,5690,12.929517188183494
2049,3,3,1985,277129.0697124928,False,True,False,39,6147,12.53224224070705
2492,3,2,1955,274117.50044772524,True,False,False,69,7476,12.521315775262082
2885,4,1,1956,317033.2193455148,True,False,False,68,11540,12.6667649944957
1475,2,1,1989,138829.41922564752,False,False,True,35,2950,11.841008461729306
1355,3,1,1961,153843.8871024977,True,False,False,63,4065,11.94370014719502
2049,5,2,1979,291546.7695062975,True,False,False,45,10245,12.58295914615387
1033,5,3,2014,181322.0046552668,False,True,False,10,5165,12.108035275926019
1263,4,3,1964,119860.16493168232,False,True,False,60,5052,11.69408939306792
2161,4,2,2018,289547.1546275198,False,True,False,6,8644,12.576076899390731
1815,3,1,1950,241789.59811888557,False,False,True,74,5445,12.39582733352385
2718,4,1,2002,221256.69076367732,True,False,False,22,10872,12.307083322779839
1874,5,2,2004,265841.4470628209,False,False,True,20,9370,12.490659108007254
1753,4,2,1971,239497.0423152224,False,True,False,53,7012,12.386300521750524
1565,5,1,2005,256261.99555392948,True,False,False,19,7825,12.453959522505624
1461,3,2,1955,114847.923826774,False,True,False,69,4383,11.651372837823226
2191,5,3,1952,214341.3618080967,True,False,False,72,10955,12.275329837185923
2654,4,3,1995,281594.1261091281,False,True,False,29,10616,12.548225595265134
1654,5,2,1995,196710.28868614088,False,False,True,29,8270,12.189492393102226
1756,2,3,1958,233549.87712647647,True,False,False,66,3512,12.361155221549305
2937,2,2,1997,248726.65077007347,False,True,False,27,5874,12.424113804833974
2887,3,1,1961,269412.1859109676,False,True,False,63,8661,12.50400148723562
1869,5,2,2017,184007.4102953072,False,True,False,7,9345,12.122736743673208
2430,5,2,1950,225179.93735877064,False,False,True,74,12150,12.324659524057271
2597,5,2,1990,320694.75531246804,True,False,False,34,12985,12.6782481498982
2069,2,2,1976,106789.51997163598,True,False,False,48,4138,11.578624437257922
1598,5,2,1989,177752.12215136242,False,True,False,35,7990,12.088150912357149
2634,2,1,1993,282491.88716982387,False,True,False,31,5268,12.551408651091743
1806,3,3,1970,251954.62058933204,False,True,False,54,5418,12.437008242212098
2934,5,1,1989,371659.7234484902,True,False,False,35,14670,12.825736683358842
2076,5,3,1981,301340.04075867665,True,False,False,43,10380,12.61599792811807
1983,4,2,2000,208964.14095458947,False,False,True,24,7932,12.24992272734504
1703,2,2,1950,134681.4301452476,True,False,False,74,3406,11.81067491695873
2982,4,1,2003,306320.65320719045,True,False,False,21,11928,12.632390983130575
1475,3,1,1951,127497.88240264208,False,False,True,73,4425,11.755862878072728
1591,2,3,1973,141046.40098032204,True,False,False,51,3182,11.856851290030828
1015,5,2,1997,171050.5660607153,True,False,False,27,5075,12.049720345936567
